"ID";"From.country";"To.country";"Year";"Jury.or.Televoting.x";"Points";"Jury.points.this.year";"Tele.points.this.year";"All.points.this.year";"All.points.from.voting.to.voted";"All.points.from.voting.when.voted.in.final";"All.points.to.voted.when.voting.takes.part";"Mean.countries.taking.part"
2867;"Belarus";"Austria";2018;"T";0;271;71;342;14;580;949;40,4285714285714
2868;"Belarus";"Austria";2016;"T";0;31;120;151;14;580;949;40,4285714285714
2869;"Belarus";"Austria";2015;"J";0;0;0;0;14;580;949;40,4285714285714
2870;"Belarus";"Austria";2004;"J";0;9;0;9;14;580;949;40,4285714285714
2871;"Belarus";"Austria";2016;"J";0;31;120;151;14;580;949;40,4285714285714
2872;"Belarus";"Austria";2014;"J";0;290;0;290;14;580;949;40,4285714285714
2873;"Belarus";"Azerbaijan";2013;"J";10;234;0;234;71;812;1710;40,9090909090909
2874;"Belarus";"Azerbaijan";2009;"J";10;207;0;207;71;812;1710;40,9090909090909
2875;"Belarus";"Azerbaijan";2017;"T";0;78;42;120;71;812;1710;40,9090909090909
2876;"Belarus";"Azerbaijan";2017;"J";0;78;42;120;71;812;1710;40,9090909090909
2877;"Belarus";"Azerbaijan";2019;"T";6;202;100;302;71;812;1710;40,9090909090909
2878;"Belarus";"Azerbaijan";2010;"J";6;145;0;145;71;812;1710;40,9090909090909
2879;"Belarus";"Azerbaijan";2016;"J";2;44;73;117;71;812;1710;40,9090909090909
2880;"Belarus";"Azerbaijan";2011;"J";6;221;0;221;71;812;1710;40,9090909090909
2881;"Belarus";"Azerbaijan";2019;"J";5;202;100;302;71;812;1710;40,9090909090909
2882;"Belarus";"Azerbaijan";2008;"J";8;132;0;132;71;812;1710;40,9090909090909
2883;"Belarus";"Azerbaijan";2014;"J";3;33;0;33;71;812;1710;40,9090909090909
2884;"Belarus";"Azerbaijan";2016;"T";8;44;73;117;71;812;1710;40,9090909090909
2885;"Belarus";"Azerbaijan";2015;"J";0;49;0;49;71;812;1710;40,9090909090909
2886;"Belarus";"Azerbaijan";2012;"J";7;150;0;150;71;812;1710;40,9090909090909
2887;"Belarus";"Belgium";2013;"J";0;71;0;71;18;464;982;39,6666666666667
2888;"Belarus";"Belgium";2016;"T";0;130;51;181;18;464;982;39,6666666666667
2889;"Belarus";"Belgium";2016;"J";4;130;51;181;18;464;982;39,6666666666667
2890;"Belarus";"Belgium";2004;"J";0;7;0;7;18;464;982;39,6666666666667
2891;"Belarus";"Belgium";2015;"J";8;217;0;217;18;464;982;39,6666666666667
2892;"Belarus";"Belgium";2017;"T";6;108;255;363;18;464;982;39,6666666666667
2893;"Belarus";"Belgium";2017;"J";0;108;255;363;18;464;982;39,6666666666667
2894;"Belarus";"Belgium";2010;"J";0;143;0;143;18;464;982;39,6666666666667
2895;"Belarus";"Bosnia and Herzegovina";2005;"J";0;79;0;79;4;522;952;40,4444444444444
2896;"Belarus";"Bosnia and Herzegovina";2009;"J";0;106;0;106;4;522;952;40,4444444444444
2897;"Belarus";"Bosnia and Herzegovina";2004;"J";0;91;0;91;4;522;952;40,4444444444444
2898;"Belarus";"Bosnia and Herzegovina";2010;"J";0;51;0;51;4;522;952;40,4444444444444
2899;"Belarus";"Bosnia and Herzegovina";2006;"J";4;229;0;229;4;522;952;40,4444444444444
2900;"Belarus";"Bosnia and Herzegovina";2012;"J";0;55;0;55;4;522;952;40,4444444444444
2901;"Belarus";"Bosnia and Herzegovina";2011;"J";0;125;0;125;4;522;952;40,4444444444444
2902;"Belarus";"Bosnia and Herzegovina";2008;"J";0;110;0;110;4;522;952;40,4444444444444
2903;"Belarus";"Bosnia and Herzegovina";2007;"J";0;106;0;106;4;522;952;40,4444444444444
2904;"Belarus";"Bulgaria";2017;"T";12;278;337;615;30;406;1245;42,25
2905;"Belarus";"Bulgaria";2016;"J";1;127;180;307;30;406;1245;42,25
2906;"Belarus";"Bulgaria";2007;"J";0;157;0;157;30;406;1245;42,25
2907;"Belarus";"Bulgaria";2016;"T";4;127;180;307;30;406;1245;42,25
2908;"Belarus";"Bulgaria";2017;"J";12;278;337;615;30;406;1245;42,25
2909;"Belarus";"Bulgaria";2018;"T";1;100;66;166;30;406;1245;42,25
2910;"Belarus";"Bulgaria";2018;"J";0;100;66;166;30;406;1245;42,25
2911;"Belarus";"Croatia";2016;"T";0;40;33;73;5;522;511;40,2857142857143
2912;"Belarus";"Croatia";2008;"J";0;44;0;44;5;522;511;40,2857142857143
2913;"Belarus";"Croatia";2017;"J";0;25;103;128;5;522;511;40,2857142857143
2914;"Belarus";"Croatia";2017;"T";0;25;103;128;5;522;511;40,2857142857143
2915;"Belarus";"Croatia";2005;"J";0;115;0;115;5;522;511;40,2857142857143
2916;"Belarus";"Croatia";2006;"J";0;56;0;56;5;522;511;40,2857142857143
2917;"Belarus";"Croatia";2004;"J";5;50;0;50;5;522;511;40,2857142857143
2918;"Belarus";"Croatia";2016;"J";0;40;33;73;5;522;511;40,2857142857143
2919;"Belarus";"Croatia";2009;"J";0;45;0;45;5;522;511;40,2857142857143
2920;"Belarus";"Cyprus";2017;"T";0;36;32;68;31;754;1028;40,4444444444444
2921;"Belarus";"Cyprus";2019;"J";8;77;32;109;31;754;1028;40,4444444444444
2922;"Belarus";"Cyprus";2018;"J";12;183;253;436;31;754;1028;40,4444444444444
2923;"Belarus";"Cyprus";2016;"T";0;43;53;96;31;754;1028;40,4444444444444
2924;"Belarus";"Cyprus";2015;"J";0;11;0;11;31;754;1028;40,4444444444444
2925;"Belarus";"Cyprus";2019;"T";0;77;32;109;31;754;1028;40,4444444444444
2926;"Belarus";"Cyprus";2004;"J";8;170;0;170;31;754;1028;40,4444444444444
2927;"Belarus";"Cyprus";2005;"J";0;46;0;46;31;754;1028;40,4444444444444
2928;"Belarus";"Cyprus";2016;"J";0;43;53;96;31;754;1028;40,4444444444444
2929;"Belarus";"Cyprus";2012;"J";0;65;0;65;31;754;1028;40,4444444444444
2930;"Belarus";"Cyprus";2017;"J";0;36;32;68;31;754;1028;40,4444444444444
2931;"Belarus";"Cyprus";2010;"J";0;27;0;27;31;754;1028;40,4444444444444
2932;"Belarus";"Cyprus";2018;"T";3;183;253;436;31;754;1028;40,4444444444444
2933;"Belarus";"Czech Republic";2018;"T";5;66;215;281;11;348;479;42
2934;"Belarus";"Czech Republic";2016;"T";0;41;0;41;11;348;479;42
2935;"Belarus";"Czech Republic";2019;"T";0;150;7;157;11;348;479;42
2936;"Belarus";"Czech Republic";2019;"J";0;150;7;157;11;348;479;42
2937;"Belarus";"Czech Republic";2016;"J";0;41;0;41;11;348;479;42
2938;"Belarus";"Czech Republic";2018;"J";6;66;215;281;11;348;479;42
2939;"Belarus";"Denmark";2009;"J";0;74;0;74;15;870;1367;40,6666666666667
2940;"Belarus";"Denmark";2005;"J";0;125;0;125;15;870;1367;40,6666666666667
2941;"Belarus";"Denmark";2019;"J";0;69;51;120;15;870;1367;40,6666666666667
2942;"Belarus";"Denmark";2019;"T";0;69;51;120;15;870;1367;40,6666666666667
2943;"Belarus";"Denmark";2006;"J";0;26;0;26;15;870;1367;40,6666666666667
2944;"Belarus";"Denmark";2013;"J";1;281;0;281;15;870;1367;40,6666666666667
2945;"Belarus";"Denmark";2018;"T";7;38;188;226;15;870;1367;40,6666666666667
2946;"Belarus";"Denmark";2018;"J";3;38;188;226;15;870;1367;40,6666666666667
2947;"Belarus";"Denmark";2017;"J";3;69;8;77;15;870;1367;40,6666666666667
2948;"Belarus";"Denmark";2011;"J";1;134;0;134;15;870;1367;40,6666666666667
2949;"Belarus";"Denmark";2012;"J";0;21;0;21;15;870;1367;40,6666666666667
2950;"Belarus";"Denmark";2014;"J";0;74;0;74;15;870;1367;40,6666666666667
2951;"Belarus";"Denmark";2017;"T";0;69;8;77;15;870;1367;40,6666666666667
2952;"Belarus";"Denmark";2010;"J";0;149;0;149;15;870;1367;40,6666666666667
2953;"Belarus";"Denmark";2008;"J";0;60;0;60;15;870;1367;40,6666666666667
2954;"Belarus";"Estonia";2013;"J";0;19;0;19;15;522;739;41,4285714285714
2955;"Belarus";"Estonia";2018;"T";0;143;102;245;15;522;739;41,4285714285714
2956;"Belarus";"Estonia";2019;"J";0;28;48;76;15;522;739;41,4285714285714
2957;"Belarus";"Estonia";2011;"J";0;44;0;44;15;522;739;41,4285714285714
2958;"Belarus";"Estonia";2015;"J";7;106;0;106;15;522;739;41,4285714285714
2959;"Belarus";"Estonia";2012;"J";4;120;0;120;15;522;739;41,4285714285714
2960;"Belarus";"Estonia";2018;"J";0;143;102;245;15;522;739;41,4285714285714
2961;"Belarus";"Estonia";2019;"T";0;28;48;76;15;522;739;41,4285714285714
2962;"Belarus";"Estonia";2009;"J";4;129;0;129;15;522;739;41,4285714285714
2963;"Belarus";"Finland";2011;"J";0;57;0;57;8;522;590;40,875
2964;"Belarus";"Finland";2018;"J";0;23;23;46;8;522;590;40,875
2965;"Belarus";"Finland";2008;"J";0;35;0;35;8;522;590;40,875
2966;"Belarus";"Finland";2018;"T";0;23;23;46;8;522;590;40,875
2967;"Belarus";"Finland";2014;"J";0;72;0;72;8;522;590;40,875
2968;"Belarus";"Finland";2007;"J";1;53;0;53;8;522;590;40,875
2969;"Belarus";"Finland";2009;"J";0;22;0;22;8;522;590;40,875
2970;"Belarus";"Finland";2013;"J";0;13;0;13;8;522;590;40,875
2971;"Belarus";"Finland";2006;"J";7;292;0;292;8;522;590;40,875
2972;"Belarus";"France";2018;"T";0;114;59;173;11;1160;1104;40,5
2973;"Belarus";"France";2010;"J";0;82;0;82;11;1160;1104;40,5
2974;"Belarus";"France";2012;"J";0;21;0;21;11;1160;1104;40,5
2975;"Belarus";"France";2009;"J";7;107;0;107;11;1160;1104;40,5
2976;"Belarus";"France";2013;"J";0;14;0;14;11;1160;1104;40,5
2977;"Belarus";"France";2019;"J";0;67;38;105;11;1160;1104;40,5
2978;"Belarus";"France";2018;"J";0;114;59;173;11;1160;1104;40,5
2979;"Belarus";"France";2005;"J";0;11;0;11;11;1160;1104;40,5
2980;"Belarus";"France";2011;"J";0;82;0;82;11;1160;1104;40,5
2981;"Belarus";"France";2014;"J";0;2;0;2;11;1160;1104;40,5
2982;"Belarus";"France";2017;"T";4;45;90;135;11;1160;1104;40,5
2983;"Belarus";"France";2004;"J";0;40;0;40;11;1160;1104;40,5
2984;"Belarus";"France";2016;"J";0;148;109;257;11;1160;1104;40,5
2985;"Belarus";"France";2016;"T";0;148;109;257;11;1160;1104;40,5
2986;"Belarus";"France";2019;"T";0;67;38;105;11;1160;1104;40,5
2987;"Belarus";"France";2006;"J";0;5;0;5;11;1160;1104;40,5
2988;"Belarus";"France";2017;"J";0;45;90;135;11;1160;1104;40,5
2989;"Belarus";"France";2008;"J";0;47;0;47;11;1160;1104;40,5
2990;"Belarus";"France";2015;"J";0;4;0;4;11;1160;1104;40,5
2991;"Belarus";"France";2007;"J";0;19;0;19;11;1160;1104;40,5
2992;"Belarus";"Georgia";2008;"J";6;83;0;83;34;464;631;41,1428571428571
2993;"Belarus";"Georgia";2010;"J";7;136;0;136;34;464;631;41,1428571428571
2994;"Belarus";"Georgia";2016;"J";0;80;24;104;34;464;631;41,1428571428571
2995;"Belarus";"Georgia";2013;"J";0;50;0;50;34;464;631;41,1428571428571
2996;"Belarus";"Georgia";2011;"J";12;110;0;110;34;464;631;41,1428571428571
2997;"Belarus";"Georgia";2015;"J";3;51;0;51;34;464;631;41,1428571428571
2998;"Belarus";"Georgia";2007;"J";6;97;0;97;34;464;631;41,1428571428571
2999;"Belarus";"Georgia";2016;"T";0;80;24;104;34;464;631;41,1428571428571
3000;"Belarus";"Germany";2013;"J";0;18;0;18;8;1160;1132;40,5
3001;"Belarus";"Germany";2004;"J";0;93;0;93;8;1160;1132;40,5
3002;"Belarus";"Germany";2017;"T";0;3;3;6;8;1160;1132;40,5
3003;"Belarus";"Germany";2015;"J";0;0;0;0;8;1160;1132;40,5
3004;"Belarus";"Germany";2018;"T";0;204;136;340;8;1160;1132;40,5
3005;"Belarus";"Germany";2016;"T";0;1;10;11;8;1160;1132;40,5
3006;"Belarus";"Germany";2005;"J";0;4;0;4;8;1160;1132;40,5
3007;"Belarus";"Germany";2010;"J";0;246;0;246;8;1160;1132;40,5
3008;"Belarus";"Germany";2014;"J";0;39;0;39;8;1160;1132;40,5
3009;"Belarus";"Germany";2008;"J";0;14;0;14;8;1160;1132;40,5
3010;"Belarus";"Germany";2016;"J";0;1;10;11;8;1160;1132;40,5
3011;"Belarus";"Germany";2006;"J";0;36;0;36;8;1160;1132;40,5
3012;"Belarus";"Germany";2007;"J";0;49;0;49;8;1160;1132;40,5
3013;"Belarus";"Germany";2017;"J";0;3;3;6;8;1160;1132;40,5
3014;"Belarus";"Germany";2019;"J";0;24;0;24;8;1160;1132;40,5
3015;"Belarus";"Germany";2012;"J";0;110;0;110;8;1160;1132;40,5
3016;"Belarus";"Germany";2009;"J";0;35;0;35;8;1160;1132;40,5
3017;"Belarus";"Germany";2019;"T";0;24;0;24;8;1160;1132;40,5
3018;"Belarus";"Germany";2018;"J";0;204;136;340;8;1160;1132;40,5
3019;"Belarus";"Germany";2011;"J";8;107;0;107;8;1160;1132;40,5
3020;"Belarus";"Greece";2011;"J";0;120;0;120;33;928;1772;40,2142857142857
3021;"Belarus";"Greece";2019;"T";0;50;24;74;33;928;1772;40,2142857142857
3022;"Belarus";"Greece";2013;"J";6;152;0;152;33;928;1772;40,2142857142857
3023;"Belarus";"Greece";2008;"J";2;218;0;218;33;928;1772;40,2142857142857
3024;"Belarus";"Greece";2009;"J";5;120;0;120;33;928;1772;40,2142857142857
3025;"Belarus";"Greece";2014;"J";6;35;0;35;33;928;1772;40,2142857142857
3026;"Belarus";"Greece";2010;"J";0;140;0;140;33;928;1772;40,2142857142857
3027;"Belarus";"Greece";2015;"J";0;23;0;23;33;928;1772;40,2142857142857
3028;"Belarus";"Greece";2005;"J";0;230;0;230;33;928;1772;40,2142857142857
3029;"Belarus";"Greece";2017;"T";0;48;29;77;33;928;1772;40,2142857142857
3030;"Belarus";"Greece";2007;"J";3;139;0;139;33;928;1772;40,2142857142857
3031;"Belarus";"Greece";2004;"J";6;252;0;252;33;928;1772;40,2142857142857
3032;"Belarus";"Greece";2006;"J";2;128;0;128;33;928;1772;40,2142857142857
3033;"Belarus";"Greece";2012;"J";0;64;0;64;33;928;1772;40,2142857142857
3034;"Belarus";"Greece";2017;"J";0;48;29;77;33;928;1772;40,2142857142857
3035;"Belarus";"Greece";2019;"J";3;50;24;74;33;928;1772;40,2142857142857
3036;"Belarus";"Hungary";2013;"J";0;84;0;84;20;754;944;40,9
3037;"Belarus";"Hungary";2018;"J";0;28;65;93;20;754;944;40,9
3038;"Belarus";"Hungary";2017;"J";0;48;152;200;20;754;944;40,9
3039;"Belarus";"Hungary";2016;"J";0;52;56;108;20;754;944;40,9
3040;"Belarus";"Hungary";2012;"J";0;19;0;19;20;754;944;40,9
3041;"Belarus";"Hungary";2015;"J";0;19;0;19;20;754;944;40,9
3042;"Belarus";"Hungary";2017;"T";8;48;152;200;20;754;944;40,9
3043;"Belarus";"Hungary";2014;"J";5;143;0;143;20;754;944;40,9
3044;"Belarus";"Hungary";2005;"J";2;97;0;97;20;754;944;40,9
3045;"Belarus";"Hungary";2007;"J";0;128;0;128;20;754;944;40,9
3046;"Belarus";"Hungary";2016;"T";3;52;56;108;20;754;944;40,9
3047;"Belarus";"Hungary";2011;"J";0;53;0;53;20;754;944;40,9
3048;"Belarus";"Hungary";2018;"T";2;28;65;93;20;754;944;40,9
3049;"Belarus";"Iceland";2019;"J";0;46;186;232;11;580;783;40,2222222222222
3050;"Belarus";"Iceland";2013;"J";0;47;0;47;11;580;783;40,2222222222222
3051;"Belarus";"Iceland";2014;"J";0;58;0;58;11;580;783;40,2222222222222
3052;"Belarus";"Iceland";2009;"J";2;218;0;218;11;580;783;40,2222222222222
3053;"Belarus";"Iceland";2012;"J";0;46;0;46;11;580;783;40,2222222222222
3054;"Belarus";"Iceland";2004;"J";0;16;0;16;11;580;783;40,2222222222222
3055;"Belarus";"Iceland";2008;"J";0;64;0;64;11;580;783;40,2222222222222
3056;"Belarus";"Iceland";2010;"J";2;41;0;41;11;580;783;40,2222222222222
3057;"Belarus";"Iceland";2019;"T";7;46;186;232;11;580;783;40,2222222222222
3058;"Belarus";"Iceland";2011;"J";0;61;0;61;11;580;783;40,2222222222222
3059;"Belarus";"Ireland";2006;"J";0;93;0;93;1;522;436;40,25
3060;"Belarus";"Ireland";2010;"J";0;25;0;25;1;522;436;40,25
3061;"Belarus";"Ireland";2013;"J";0;5;0;5;1;522;436;40,25
3062;"Belarus";"Ireland";2018;"J";0;74;62;136;1;522;436;40,25
3063;"Belarus";"Ireland";2012;"J";1;46;0;46;1;522;436;40,25
3064;"Belarus";"Ireland";2004;"J";0;7;0;7;1;522;436;40,25
3065;"Belarus";"Ireland";2011;"J";0;119;0;119;1;522;436;40,25
3066;"Belarus";"Ireland";2018;"T";0;74;62;136;1;522;436;40,25
3067;"Belarus";"Ireland";2007;"J";0;5;0;5;1;522;436;40,25
3068;"Belarus";"Israel";2006;"J";0;4;0;4;31;812;1241;40,9
3069;"Belarus";"Israel";2016;"J";0;124;11;135;31;812;1241;40,9
3070;"Belarus";"Israel";2010;"J";8;71;0;71;31;812;1241;40,9
3071;"Belarus";"Israel";2016;"T";0;124;11;135;31;812;1241;40,9
3072;"Belarus";"Israel";2015;"J";2;97;0;97;31;812;1241;40,9
3073;"Belarus";"Israel";2008;"J";4;124;0;124;31;812;1241;40,9
3074;"Belarus";"Israel";2018;"J";0;212;317;529;31;812;1241;40,9
3075;"Belarus";"Israel";2017;"J";1;34;5;39;31;812;1241;40,9
3076;"Belarus";"Israel";2019;"T";0;0;35;35;31;812;1241;40,9
3077;"Belarus";"Israel";2009;"J";0;53;0;53;31;812;1241;40,9
3078;"Belarus";"Israel";2005;"J";8;154;0;154;31;812;1241;40,9
3079;"Belarus";"Israel";2017;"T";0;34;5;39;31;812;1241;40,9
3080;"Belarus";"Israel";2018;"T";8;212;317;529;31;812;1241;40,9
3081;"Belarus";"Israel";2019;"J";0;0;35;35;31;812;1241;40,9
3082;"Belarus";"Italy";2018;"J";0;59;249;308;18;754;1979;41
3083;"Belarus";"Italy";2015;"J";1;292;0;292;18;754;1979;41
3084;"Belarus";"Italy";2019;"T";3;219;253;472;18;754;1979;41
3085;"Belarus";"Italy";2016;"T";0;90;34;124;18;754;1979;41
3086;"Belarus";"Italy";2017;"J";0;126;208;334;18;754;1979;41
3087;"Belarus";"Italy";2013;"J";0;126;0;126;18;754;1979;41
3088;"Belarus";"Italy";2011;"J";3;189;0;189;18;754;1979;41
3089;"Belarus";"Italy";2016;"J";0;90;34;124;18;754;1979;41
3090;"Belarus";"Italy";2018;"T";4;59;249;308;18;754;1979;41
3091;"Belarus";"Italy";2017;"T";0;126;208;334;18;754;1979;41
3092;"Belarus";"Italy";2014;"J";0;33;0;33;18;754;1979;41
3093;"Belarus";"Italy";2012;"J";0;101;0;101;18;754;1979;41
3094;"Belarus";"Italy";2019;"J";7;219;253;472;18;754;1979;41
3095;"Belarus";"Latvia";2005;"J";6;153;0;153;16;406;638;40,6666666666667
3096;"Belarus";"Latvia";2015;"J";5;186;0;186;16;406;638;40,6666666666667
3097;"Belarus";"Latvia";2016;"T";5;69;63;132;16;406;638;40,6666666666667
3098;"Belarus";"Latvia";2006;"J";0;30;0;30;16;406;638;40,6666666666667
3099;"Belarus";"Latvia";2007;"J";0;54;0;54;16;406;638;40,6666666666667
3100;"Belarus";"Latvia";2016;"J";0;69;63;132;16;406;638;40,6666666666667
3101;"Belarus";"Latvia";2008;"J";0;83;0;83;16;406;638;40,6666666666667
3102;"Belarus";"Lithuania";2007;"J";2;28;0;28;36;638;774;41,2222222222222
3103;"Belarus";"Lithuania";2018;"J";5;90;91;181;36;638;774;41,2222222222222
3104;"Belarus";"Lithuania";2011;"J";0;63;0;63;36;638;774;41,2222222222222
3105;"Belarus";"Lithuania";2016;"J";10;104;96;200;36;638;774;41,2222222222222
3106;"Belarus";"Lithuania";2015;"J";0;30;0;30;36;638;774;41,2222222222222
3107;"Belarus";"Lithuania";2012;"J";8;70;0;70;36;638;774;41,2222222222222
3108;"Belarus";"Lithuania";2018;"T";0;90;91;181;36;638;774;41,2222222222222
3109;"Belarus";"Lithuania";2016;"T";0;104;96;200;36;638;774;41,2222222222222
3110;"Belarus";"Lithuania";2009;"J";0;23;0;23;36;638;774;41,2222222222222
3111;"Belarus";"Lithuania";2013;"J";5;17;0;17;36;638;774;41,2222222222222
3112;"Belarus";"Lithuania";2006;"J";6;162;0;162;36;638;774;41,2222222222222
3113;"Belarus";"Macedonia";2006;"J";0;56;0;56;12;406;604;39,6666666666667
3114;"Belarus";"Macedonia";2004;"J";0;47;0;47;12;406;604;39,6666666666667
3115;"Belarus";"Macedonia";2019;"T";0;247;58;305;12;406;604;39,6666666666667
3116;"Belarus";"Macedonia";2007;"J";0;73;0;73;12;406;604;39,6666666666667
3117;"Belarus";"Macedonia";2005;"J";0;52;0;52;12;406;604;39,6666666666667
3118;"Belarus";"Macedonia";2012;"J";2;71;0;71;12;406;604;39,6666666666667
3119;"Belarus";"Macedonia";2019;"J";10;247;58;305;12;406;604;39,6666666666667
3120;"Belarus";"Malta";2016;"J";5;137;16;153;32;638;727;39,5555555555556
3121;"Belarus";"Malta";2005;"J";5;192;0;192;32;638;727;39,5555555555556
3122;"Belarus";"Malta";2006;"J";0;1;0;1;32;638;727;39,5555555555556
3123;"Belarus";"Malta";2016;"T";0;137;16;153;32;638;727;39,5555555555556
3124;"Belarus";"Malta";2009;"J";0;31;0;31;32;638;727;39,5555555555556
3125;"Belarus";"Malta";2019;"J";12;87;20;107;32;638;727;39,5555555555556
3126;"Belarus";"Malta";2019;"T";0;87;20;107;32;638;727;39,5555555555556
3127;"Belarus";"Malta";2013;"J";7;120;0;120;32;638;727;39,5555555555556
3128;"Belarus";"Malta";2012;"J";3;41;0;41;32;638;727;39,5555555555556
3129;"Belarus";"Malta";2004;"J";0;50;0;50;32;638;727;39,5555555555556
3130;"Belarus";"Malta";2014;"J";0;32;0;32;32;638;727;39,5555555555556
3131;"Belarus";"Moldova";2013;"J";4;71;0;71;51;696;1207;40,9
3132;"Belarus";"Moldova";2018;"J";0;94;115;209;51;696;1207;40,9
3133;"Belarus";"Moldova";2018;"T";6;94;115;209;51;696;1207;40,9
3134;"Belarus";"Moldova";2010;"J";4;27;0;27;51;696;1207;40,9
3135;"Belarus";"Moldova";2012;"J";5;81;0;81;51;696;1207;40,9
3136;"Belarus";"Moldova";2006;"J";0;22;0;22;51;696;1207;40,9
3137;"Belarus";"Moldova";2011;"J";7;97;0;97;51;696;1207;40,9
3138;"Belarus";"Moldova";2005;"J";7;148;0;148;51;696;1207;40,9
3139;"Belarus";"Moldova";2017;"T";10;110;264;374;51;696;1207;40,9
3140;"Belarus";"Moldova";2007;"J";8;109;0;109;51;696;1207;40,9
3141;"Belarus";"Moldova";2017;"J";0;110;264;374;51;696;1207;40,9
3142;"Belarus";"Moldova";2009;"J";0;69;0;69;51;696;1207;40,9
3143;"Belarus";"Montenegro";2014;"J";0;37;0;37;0;116;81;38,5
3144;"Belarus";"Montenegro";2015;"J";0;44;0;44;0;116;81;38,5
3145;"Belarus";"Norway";2018;"J";8;60;84;144;66;928;1789;40,0769230769231
3146;"Belarus";"Norway";2015;"J";0;102;0;102;66;928;1789;40,0769230769231
3147;"Belarus";"Norway";2012;"J";0;7;0;7;66;928;1789;40,0769230769231
3148;"Belarus";"Norway";2018;"T";10;60;84;144;66;928;1789;40,0769230769231
3149;"Belarus";"Norway";2006;"J";1;36;0;36;66;928;1789;40,0769230769231
3150;"Belarus";"Norway";2005;"J";4;125;0;125;66;928;1789;40,0769230769231
3151;"Belarus";"Norway";2017;"T";5;129;29;158;66;928;1789;40,0769230769231
3152;"Belarus";"Norway";2008;"J";5;182;0;182;66;928;1789;40,0769230769231
3153;"Belarus";"Norway";2010;"J";0;35;0;35;66;928;1789;40,0769230769231
3154;"Belarus";"Norway";2009;"J";12;387;0;387;66;928;1789;40,0769230769231
3155;"Belarus";"Norway";2004;"J";0;3;0;3;66;928;1789;40,0769230769231
3156;"Belarus";"Norway";2017;"J";6;129;29;158;66;928;1789;40,0769230769231
3157;"Belarus";"Norway";2013;"J";3;191;0;191;66;928;1789;40,0769230769231
3158;"Belarus";"Norway";2014;"J";4;88;0;88;66;928;1789;40,0769230769231
3159;"Belarus";"Norway";2019;"T";8;40;291;331;66;928;1789;40,0769230769231
3160;"Belarus";"Norway";2019;"J";0;40;291;331;66;928;1789;40,0769230769231
3161;"Belarus";"Poland";2008;"J";0;14;0;14;15;464;406;40
3162;"Belarus";"Poland";2014;"J";7;62;0;62;15;464;406;40
3163;"Belarus";"Poland";2017;"T";0;23;41;64;15;464;406;40
3164;"Belarus";"Poland";2016;"T";6;7;222;229;15;464;406;40
3165;"Belarus";"Poland";2016;"J";0;7;222;229;15;464;406;40
3166;"Belarus";"Poland";2015;"J";0;10;0;10;15;464;406;40
3167;"Belarus";"Poland";2004;"J";0;27;0;27;15;464;406;40
3168;"Belarus";"Poland";2017;"J";2;23;41;64;15;464;406;40
3169;"Belarus";"Portugal";2017;"J";10;382;376;758;17;406;966;41,8
3170;"Belarus";"Portugal";2009;"J";0;57;0;57;17;406;966;41,8
3171;"Belarus";"Portugal";2018;"T";0;21;18;39;17;406;966;41,8
3172;"Belarus";"Portugal";2018;"J";0;21;18;39;17;406;966;41,8
3173;"Belarus";"Portugal";2017;"T";7;382;376;758;17;406;966;41,8
3174;"Belarus";"Portugal";2008;"J";0;69;0;69;17;406;966;41,8
3175;"Belarus";"Portugal";2010;"J";0;43;0;43;17;406;966;41,8
3176;"Belarus";"Romania";2015;"J";0;35;0;35;8;812;1281;40,1538461538462
3177;"Belarus";"Romania";2017;"T";2;58;224;282;8;812;1281;40,1538461538462
3178;"Belarus";"Romania";2014;"J";1;72;0;72;8;812;1281;40,1538461538462
3179;"Belarus";"Romania";2012;"J";0;71;0;71;8;812;1281;40,1538461538462
3180;"Belarus";"Romania";2010;"J";1;162;0;162;8;812;1281;40,1538461538462
3181;"Belarus";"Romania";2004;"J";0;18;0;18;8;812;1281;40,1538461538462
3182;"Belarus";"Romania";2009;"J";0;40;0;40;8;812;1281;40,1538461538462
3183;"Belarus";"Romania";2007;"J";0;84;0;84;8;812;1281;40,1538461538462
3184;"Belarus";"Romania";2008;"J";0;45;0;45;8;812;1281;40,1538461538462
3185;"Belarus";"Romania";2006;"J";3;172;0;172;8;812;1281;40,1538461538462
3186;"Belarus";"Romania";2013;"J";0;65;0;65;8;812;1281;40,1538461538462
3187;"Belarus";"Romania";2005;"J";1;158;0;158;8;812;1281;40,1538461538462
3188;"Belarus";"Romania";2017;"J";0;58;224;282;8;812;1281;40,1538461538462
3189;"Belarus";"Romania";2011;"J";0;77;0;77;8;812;1281;40,1538461538462
3190;"Belarus";"Russia";2019;"J";1;126;244;370;166;928;2795;40,2857142857143
3191;"Belarus";"Russia";2007;"J";12;207;0;207;166;928;2795;40,2857142857143
3192;"Belarus";"Russia";2005;"J";12;57;0;57;166;928;2795;40,2857142857143
3193;"Belarus";"Russia";2014;"J";12;89;0;89;166;928;2795;40,2857142857143
3194;"Belarus";"Russia";2012;"J";12;259;0;259;166;928;2795;40,2857142857143
3195;"Belarus";"Russia";2006;"J";12;248;0;248;166;928;2795;40,2857142857143
3196;"Belarus";"Russia";2010;"J";12;90;0;90;166;928;2795;40,2857142857143
3197;"Belarus";"Russia";2019;"T";12;126;244;370;166;928;2795;40,2857142857143
3198;"Belarus";"Russia";2015;"J";12;303;0;303;166;928;2795;40,2857142857143
